wavelength	throughput
772.00	9.5000001465451E-7
772.50	9.5000001465451E-7
773.00	1.7761899471225E-6
773.50	2.4097998903017E-6
774.00	9.5000001465451E-7
774.50	9.5000001465451E-7
775.00	9.5000001465451E-7
775.50	2.3938600861584E-6
776.00	9.5000001465451E-7
776.50	9.5000001465451E-7
777.00	9.5000001465451E-7
777.50	9.5000001465451E-7
778.00	9.5000001465451E-7
778.50	9.5000001465451E-7
779.00	1.252309971278E-6
779.50	1.8060200090986E-6
780.00	9.5000001465451E-7
780.50	1.658789983594E-6
781.00	9.5000001465451E-7
781.50	9.5000001465451E-7
782.00	9.5000001465451E-7
782.50	9.5000001465451E-7
783.00	9.5000001465451E-7
783.50	1.8548199705037E-6
784.00	9.5000001465451E-7
784.50	9.5000001465451E-7
785.00	9.5000001465451E-7
785.50	9.5000001465451E-7
786.00	9.9890701221739E-7
786.50	9.5000001465451E-7
787.00	9.5000001465451E-7
787.50	9.5000001465451E-7
788.00	9.5000001465451E-7
788.50	9.5000001465451E-7
789.00	9.5000001465451E-7
789.50	9.5000001465451E-7
790.00	9.5000001465451E-7
790.50	1.095790025829E-6
791.00	9.5000001465451E-7
791.50	1.8034600088868E-6
792.00	2.4520400074834E-6
792.50	1.5947399560901E-6
793.00	2.7651699383568E-6
793.50	9.5000001465451E-7
794.00	9.5000001465451E-7
794.50	9.5000001465451E-7
795.00	9.5000001465451E-7
795.50	3.8476200643345E-6
796.00	1.6732999483793E-6
796.50	9.5000001465451E-7
797.00	9.5000001465451E-7
797.50	9.5000001465451E-7
798.00	1.2772600257449E-6
798.50	2.8620600005524E-6
799.00	4.1225198401662E-6
799.50	9.5000001465451E-7
800.00	9.5000001465451E-7
800.50	9.5000001465451E-7
801.00	9.5431801128143E-7
801.50	9.5000001465451E-7
802.00	9.5000001465451E-7
802.50	9.5000001465451E-7
803.00	9.5000001465451E-7
803.50	9.5000001465451E-7
804.00	9.5000001465451E-7
804.50	9.5000001465451E-7
805.00	9.5000001465451E-7
805.50	9.5000001465451E-7
806.00	9.5000001465451E-7
806.50	9.5000001465451E-7
807.00	9.5000001465451E-7
807.50	9.5000001465451E-7
808.00	9.5000001465451E-7
808.50	9.5000001465451E-7
809.00	9.5000001465451E-7
809.50	9.5000001465451E-7
810.00	9.5000001465451E-7
810.50	9.5000001465451E-7
811.00	9.5000001465451E-7
811.50	9.5000001465451E-7
812.00	1.0217299859505E-6
812.50	9.5000001465451E-7
813.00	9.5000001465451E-7
813.50	9.5000001465451E-7
814.00	9.5000001465451E-7
814.50	9.5000001465451E-7
815.00	9.5000001465451E-7
815.50	9.5000001465451E-7
816.00	9.5000001465451E-7
816.50	9.5000001465451E-7
817.00	9.5000001465451E-7
817.50	9.5000001465451E-7
818.00	9.5000001465451E-7
818.50	9.5000001465451E-7
819.00	9.5000001465451E-7
819.50	9.5000001465451E-7
820.00	9.5000001465451E-7
820.50	9.5000001465451E-7
821.00	9.5000001465451E-7
821.50	9.5000001465451E-7
822.00	9.5000001465451E-7
822.50	9.5000001465451E-7
823.00	9.5000001465451E-7
823.50	9.5000001465451E-7
824.00	9.5000001465451E-7
824.50	9.5000001465451E-7
825.00	9.5000001465451E-7
825.50	9.5000001465451E-7
826.00	9.5000001465451E-7
826.50	9.5000001465451E-7
827.00	9.5000001465451E-7
827.50	9.5000001465451E-7
828.00	9.5000001465451E-7
828.50	9.5000001465451E-7
829.00	9.5000001465451E-7
829.50	9.5000001465451E-7
830.00	9.5000001465451E-7
830.50	9.5000001465451E-7
831.00	9.5000001465451E-7
831.50	9.5000001465451E-7
832.00	9.5000001465451E-7
832.50	9.5000001465451E-7
833.00	9.5000001465451E-7
833.50	9.5000001465451E-7
834.00	9.5000001465451E-7
834.50	9.5000001465451E-7
835.00	9.5000001465451E-7
835.50	9.5000001465451E-7
836.00	9.5000001465451E-7
836.50	9.5000001465451E-7
837.00	9.5000001465451E-7
837.50	9.5000001465451E-7
838.00	9.5000001465451E-7
838.50	9.5000001465451E-7
839.00	9.5000001465451E-7
839.50	9.5000001465451E-7
840.00	9.5000001465451E-7
840.50	9.5000001465451E-7
841.00	9.5000001465451E-7
841.50	9.5000001465451E-7
842.00	9.5000001465451E-7
842.50	9.5000001465451E-7
843.00	9.5000001465451E-7
843.50	9.5000001465451E-7
844.00	9.5000001465451E-7
844.50	9.5000001465451E-7
845.00	9.5000001465451E-7
845.50	9.5000001465451E-7
846.00	1.4550499827237E-6
846.50	9.5000001465451E-7
847.00	9.5000001465451E-7
847.50	9.5000001465451E-7
848.00	9.5000001465451E-7
848.50	9.5000001465451E-7
849.00	9.5000001465451E-7
849.50	9.5000001465451E-7
850.00	1.1085099913544E-6
850.50	9.5000001465451E-7
851.00	9.5000001465451E-7
851.50	9.5000001465451E-7
852.00	1.0785799986479E-6
852.50	9.5000001465451E-7
853.00	9.5000001465451E-7
853.50	9.5000001465451E-7
854.00	9.5000001465451E-7
854.50	9.5000001465451E-7
855.00	9.5000001465451E-7
855.50	9.5000001465451E-7
856.00	9.5000001465451E-7
856.50	9.5000001465451E-7
857.00	9.5000001465451E-7
857.50	9.5000001465451E-7
858.00	9.5000001465451E-7
858.50	9.5000001465451E-7
859.00	9.5000001465451E-7
859.50	9.5000001465451E-7
860.00	9.5000001465451E-7
860.50	9.5000001465451E-7
861.00	1.1314699577269E-6
861.50	9.5000001465451E-7
862.00	9.5000001465451E-7
862.50	9.5000001465451E-7
863.00	9.5000001465451E-7
863.50	9.5000001465451E-7
864.00	9.5000001465451E-7
864.50	9.5000001465451E-7
865.00	9.5000001465451E-7
865.50	9.5000001465451E-7
866.00	9.5000001465451E-7
866.50	9.5000001465451E-7
867.00	9.5000001465451E-7
867.50	9.5000001465451E-7
868.00	9.5000001465451E-7
868.50	9.5000001465451E-7
869.00	9.5000001465451E-7
869.50	9.5000001465451E-7
870.00	9.5000001465451E-7
870.50	9.5000001465451E-7
871.00	9.5000001465451E-7
871.50	9.5000001465451E-7
872.00	9.5000001465451E-7
872.50	9.5000001465451E-7
873.00	9.5000001465451E-7
873.50	9.5000001465451E-7
874.00	9.5000001465451E-7
874.50	9.5000001465451E-7
875.00	9.5000001465451E-7
875.50	9.5000001465451E-7
876.00	9.5000001465451E-7
876.50	9.5000001465451E-7
877.00	9.5000001465451E-7
877.50	9.5000001465451E-7
878.00	9.5000001465451E-7
878.50	9.5000001465451E-7
879.00	9.5000001465451E-7
879.50	9.5000001465451E-7
880.00	9.5000001465451E-7
880.50	9.5000001465451E-7
881.00	9.5000001465451E-7
881.50	9.5000001465451E-7
882.00	1.2133599511799E-6
882.50	1.0958400480376E-6
883.00	9.7836698387255E-7
883.50	9.5000001465451E-7
884.00	9.5000001465451E-7
884.50	9.5000001465451E-7
885.00	9.5000001465451E-7
885.50	9.5000001465451E-7
886.00	9.5000001465451E-7
886.50	9.5000001465451E-7
887.00	9.5000001465451E-7
887.50	9.5000001465451E-7
888.00	9.5000001465451E-7
888.50	9.5000001465451E-7
889.00	9.5000001465451E-7
889.50	9.5000001465451E-7
890.00	9.5000001465451E-7
890.50	9.5000001465451E-7
891.00	9.5000001465451E-7
891.50	9.5000001465451E-7
892.00	9.5000001465451E-7
892.50	9.5000001465451E-7
893.00	9.5000001465451E-7
893.50	9.5000001465451E-7
894.00	9.5000001465451E-7
894.50	9.5000001465451E-7
895.00	9.5000001465451E-7
895.50	9.5000001465451E-7
896.00	9.5000001465451E-7
896.50	9.5000001465451E-7
897.00	9.5000001465451E-7
897.50	9.5000001465451E-7
898.00	9.5000001465451E-7
898.50	9.5000001465451E-7
899.00	9.5000001465451E-7
899.50	9.5000001465451E-7
900.00	9.5000001465451E-7
900.50	9.5000001465451E-7
901.00	9.5000001465451E-7
901.50	9.5000001465451E-7
902.00	9.5000001465451E-7
902.50	9.5000001465451E-7
903.00	9.5000001465451E-7
903.50	9.5000001465451E-7
904.00	9.5000001465451E-7
904.50	9.5000001465451E-7
905.00	9.5000001465451E-7
905.50	9.5000001465451E-7
906.00	9.5000001465451E-7
906.50	9.5000001465451E-7
907.00	9.5000001465451E-7
907.50	9.5000001465451E-7
908.00	9.5000001465451E-7
908.50	9.5000001465451E-7
909.00	9.5000001465451E-7
909.50	9.5000001465451E-7
910.00	9.5000001465451E-7
910.50	9.5000001465451E-7
911.00	9.5000001465451E-7
911.50	9.5000001465451E-7
912.00	9.5000001465451E-7
912.50	9.5000001465451E-7
913.00	9.5000001465451E-7
913.50	9.5000001465451E-7
914.00	9.5000001465451E-7
914.50	9.5000001465451E-7
915.00	9.5000001465451E-7
915.50	9.5000001465451E-7
916.00	9.5000001465451E-7
916.50	9.5000001465451E-7
917.00	9.5000001465451E-7
917.50	9.5000001465451E-7
918.00	9.5000001465451E-7
918.50	9.5000001465451E-7
919.00	9.5000001465451E-7
919.50	9.5000001465451E-7
920.00	9.5000001465451E-7
920.50	9.5000001465451E-7
921.00	9.5000001465451E-7
921.50	9.5000001465451E-7
922.00	9.5000001465451E-7
922.50	9.5000001465451E-7
923.00	9.5000001465451E-7
923.50	9.5000001465451E-7
924.00	9.5000001465451E-7
924.50	9.5000001465451E-7
925.00	9.5000001465451E-7
925.50	9.5000001465451E-7
926.00	9.5000001465451E-7
926.50	9.5000001465451E-7
927.00	9.5000001465451E-7
927.50	9.5000001465451E-7
928.00	9.5000001465451E-7
928.50	9.5000001465451E-7
929.00	9.5000001465451E-7
929.50	9.5000001465451E-7
930.00	9.5000001465451E-7
930.50	9.5000001465451E-7
931.00	9.5000001465451E-7
931.50	9.5000001465451E-7
932.00	9.5000001465451E-7
932.50	9.5000001465451E-7
933.00	9.5000001465451E-7
933.50	9.5000001465451E-7
934.00	9.5000001465451E-7
934.50	9.5000001465451E-7
935.00	9.5000001465451E-7
935.50	9.5000001465451E-7
936.00	9.5000001465451E-7
936.50	9.5000001465451E-7
937.00	9.5000001465451E-7
937.50	9.5000001465451E-7
938.00	9.5000001465451E-7
938.50	9.5000001465451E-7
939.00	9.5000001465451E-7
939.50	9.5000001465451E-7
940.00	1.1908899750779E-6
940.50	9.5000001465451E-7
941.00	9.5000001465451E-7
941.50	9.5000001465451E-7
942.00	9.5000001465451E-7
942.50	9.5000001465451E-7
943.00	9.5000001465451E-7
943.50	9.5000001465451E-7
944.00	9.5000001465451E-7
944.50	9.5000001465451E-7
945.00	9.5000001465451E-7
945.50	9.5000001465451E-7
946.00	9.5000001465451E-7
946.50	9.5000001465451E-7
947.00	9.5000001465451E-7
947.50	9.5000001465451E-7
948.00	9.5000001465451E-7
948.50	9.5000001465451E-7
949.00	9.5000001465451E-7
949.50	9.5000001465451E-7
950.00	9.5000001465451E-7
950.50	9.5000001465451E-7
951.00	9.5000001465451E-7
951.50	9.5000001465451E-7
952.00	9.5000001465451E-7
952.50	9.5000001465451E-7
953.00	9.5000001465451E-7
953.50	9.5000001465451E-7
954.00	9.5000001465451E-7
954.50	9.5000001465451E-7
955.00	9.5000001465451E-7
955.50	9.5000001465451E-7
956.00	9.5000001465451E-7
956.50	9.5000001465451E-7
957.00	9.5000001465451E-7
957.50	9.5000001465451E-7
958.00	9.5000001465451E-7
958.50	9.5000001465451E-7
959.00	9.5000001465451E-7
959.50	9.5000001465451E-7
960.00	9.5000001465451E-7
960.50	9.5000001465451E-7
961.00	9.5000001465451E-7
961.50	9.5000001465451E-7
962.00	9.5000001465451E-7
962.50	9.5000001465451E-7
963.00	9.5000001465451E-7
963.50	9.5000001465451E-7
964.00	9.5000001465451E-7
964.50	9.5000001465451E-7
965.00	9.5000001465451E-7
965.50	9.5000001465451E-7
966.00	9.5000001465451E-7
966.50	9.5000001465451E-7
967.00	9.5000001465451E-7
967.50	9.5000001465451E-7
968.00	9.5000001465451E-7
968.50	9.5000001465451E-7
969.00	9.5000001465451E-7
969.50	9.5000001465451E-7
970.00	9.5000001465451E-7
970.50	9.5000001465451E-7
971.00	9.5000001465451E-7
971.50	9.5000001465451E-7
972.00	9.5000001465451E-7
972.50	9.5000001465451E-7
973.00	9.5000001465451E-7
973.50	9.5000001465451E-7
974.00	9.5000001465451E-7
974.50	9.5000001465451E-7
975.00	9.5000001465451E-7
975.50	9.5000001465451E-7
976.00	9.5000001465451E-7
976.50	9.5000001465451E-7
977.00	9.5000001465451E-7
977.50	9.5000001465451E-7
978.00	9.5000001465451E-7
978.50	9.5000001465451E-7
979.00	9.5000001465451E-7
979.50	9.5000001465451E-7
980.00	9.5000001465451E-7
980.50	9.5000001465451E-7
981.00	9.5000001465451E-7
981.50	9.5000001465451E-7
982.00	9.5000001465451E-7
982.50	9.5000001465451E-7
983.00	9.5000001465451E-7
983.50	9.5000001465451E-7
984.00	9.5000001465451E-7
984.50	9.5000001465451E-7
985.00	9.5000001465451E-7
985.50	9.5000001465451E-7
986.00	9.5000001465451E-7
986.50	9.5000001465451E-7
987.00	9.5000001465451E-7
987.50	9.5000001465451E-7
988.00	9.5000001465451E-7
988.50	9.5000001465451E-7
989.00	9.5000001465451E-7
989.50	9.5000001465451E-7
990.00	9.5000001465451E-7
990.50	9.5000001465451E-7
991.00	9.5000001465451E-7
991.50	9.5000001465451E-7
992.00	9.5000001465451E-7
992.50	9.5000001465451E-7
993.00	9.5000001465451E-7
993.50	9.5000001465451E-7
994.00	9.5000001465451E-7
994.50	9.5000001465451E-7
995.00	9.5000001465451E-7
995.50	9.5000001465451E-7
996.00	9.5000001465451E-7
996.50	9.5000001465451E-7
997.00	9.5000001465451E-7
997.50	9.5000001465451E-7
998.00	9.5000001465451E-7
998.50	9.5000001465451E-7
999.00	9.5000001465451E-7
999.50	9.5000001465451E-7
1000.00	9.5000001465451E-7
1000.50	9.5000001465451E-7
1001.00	9.5000001465451E-7
1001.50	9.5000001465451E-7
1002.00	9.5000001465451E-7
1002.50	9.5000001465451E-7
1003.00	9.5000001465451E-7
1003.50	9.5000001465451E-7
1004.00	9.5000001465451E-7
1004.50	9.5000001465451E-7
1005.00	1.1543399978109E-6
1005.50	9.5000001465451E-7
1006.00	9.5000001465451E-7
1006.50	9.5000001465451E-7
1007.00	9.5000001465451E-7
1007.50	9.5000001465451E-7
1008.00	9.5000001465451E-7
1008.50	9.5000001465451E-7
1009.00	9.5000001465451E-7
1009.50	9.5000001465451E-7
1010.00	9.5000001465451E-7
1010.50	9.5000001465451E-7
1011.00	9.5000001465451E-7
1011.50	9.5000001465451E-7
1012.00	9.5000001465451E-7
1012.50	9.5000001465451E-7
1013.00	9.5000001465451E-7
1013.50	9.5000001465451E-7
1014.00	9.5000001465451E-7
1014.50	9.5000001465451E-7
1015.00	9.5000001465451E-7
1015.50	9.5000001465451E-7
1016.00	1.0438700428494E-6
1016.50	9.5000001465451E-7
1017.00	9.5000001465451E-7
1017.50	9.5000001465451E-7
1018.00	9.5000001465451E-7
1018.50	9.5000001465451E-7
1019.00	9.5000001465451E-7
1019.50	9.5000001465451E-7
1020.00	9.5000001465451E-7
1020.50	9.5000001465451E-7
1021.00	9.5000001465451E-7
1021.50	9.5000001465451E-7
1022.00	9.5000001465451E-7
1022.50	9.5000001465451E-7
1023.00	9.5000001465451E-7
1023.50	9.5000001465451E-7
1024.00	9.5000001465451E-7
1024.50	9.5000001465451E-7
1025.00	9.5000001465451E-7
1025.50	9.5000001465451E-7
1026.00	9.5000001465451E-7
1026.50	9.5000001465451E-7
1027.00	9.5000001465451E-7
1027.50	9.5000001465451E-7
1028.00	9.5000001465451E-7
1028.50	9.5000001465451E-7
1029.00	9.5000001465451E-7
1029.50	9.5000001465451E-7
1030.00	9.5000001465451E-7
1030.50	9.5000001465451E-7
1031.00	9.5000001465451E-7
1031.50	9.5000001465451E-7
1032.00	9.5000001465451E-7
1032.50	9.5000001465451E-7
1033.00	9.5000001465451E-7
1033.50	9.5000001465451E-7
1034.00	9.5000001465451E-7
1034.50	9.5000001465451E-7
1035.00	9.5000001465451E-7
1035.50	9.5000001465451E-7
1036.00	9.5000001465451E-7
1036.50	9.5000001465451E-7
1037.00	9.5000001465451E-7
1037.50	9.5000001465451E-7
1038.00	9.5000001465451E-7
1038.50	9.5000001465451E-7
1039.00	9.5000001465451E-7
1039.50	9.5000001465451E-7
1040.00	2.2083499970904E-6
1040.50	9.5000001465451E-7
1041.00	9.5000001465451E-7
1041.50	9.5000001465451E-7
1042.00	9.5000001465451E-7
1042.50	9.5000001465451E-7
1043.00	9.5000001465451E-7
1043.50	9.5000001465451E-7
1044.00	9.5000001465451E-7
1044.50	9.5000001465451E-7
1045.00	9.5000001465451E-7
1045.50	9.5000001465451E-7
1046.00	9.5000001465451E-7
1046.50	9.5000001465451E-7
1047.00	9.5000001465451E-7
1047.50	9.5000001465451E-7
1048.00	9.5000001465451E-7
1048.50	9.5000001465451E-7
1049.00	9.5000001465451E-7
1049.50	9.5000001465451E-7
1050.00	9.5000001465451E-7
1050.50	9.5000001465451E-7
1051.00	9.5000001465451E-7
1051.50	9.5000001465451E-7
1052.00	9.5000001465451E-7
1052.50	9.5000001465451E-7
1053.00	1.1320199746478E-6
1053.50	9.5000001465451E-7
1054.00	9.5000001465451E-7
1054.50	9.5000001465451E-7
1055.00	9.5000001465451E-7
1055.50	9.5000001465451E-7
1056.00	9.5000001465451E-7
1056.50	9.5000001465451E-7
1057.00	9.5000001465451E-7
1057.50	9.5000001465451E-7
1058.00	9.5000001465451E-7
1058.50	9.5000001465451E-7
1059.00	9.5000001465451E-7
1059.50	9.5000001465451E-7
1060.00	9.5000001465451E-7
1060.50	9.5000001465451E-7
1061.00	9.5000001465451E-7
1061.50	9.5000001465451E-7
1062.00	9.5000001465451E-7
1062.50	9.5000001465451E-7
1063.00	9.5000001465451E-7
1063.50	9.5000001465451E-7
1064.00	9.5000001465451E-7
1064.50	9.5000001465451E-7
1065.00	9.5000001465451E-7
1065.50	9.5000001465451E-7
1066.00	9.5000001465451E-7
1066.50	9.5000001465451E-7
1067.00	9.5000001465451E-7
1067.50	9.5000001465451E-7
1068.00	9.5000001465451E-7
1068.50	9.5000001465451E-7
1069.00	9.5000001465451E-7
1069.50	9.5000001465451E-7
1070.00	9.5000001465451E-7
1070.50	9.5000001465451E-7
1071.00	9.5000001465451E-7
1071.50	9.5000001465451E-7
1072.00	9.5000001465451E-7
1072.50	9.5000001465451E-7
1073.00	9.5000001465451E-7
1073.50	9.5000001465451E-7
1074.00	9.5000001465451E-7
1074.50	9.5000001465451E-7
1075.00	9.5000001465451E-7
1075.50	9.5000001465451E-7
1076.00	9.5000001465451E-7
1076.50	9.5000001465451E-7
1077.00	9.5000001465451E-7
1077.50	9.5000001465451E-7
1078.00	9.5000001465451E-7
1078.50	9.5000001465451E-7
1079.00	9.5000001465451E-7
1079.50	9.5000001465451E-7
1080.00	9.5000001465451E-7
1080.50	9.5000001465451E-7
1081.00	9.5000001465451E-7
1081.50	9.5000001465451E-7
1082.00	9.5000001465451E-7
1082.50	9.5000001465451E-7
1083.00	9.5000001465451E-7
1083.50	9.5000001465451E-7
1084.00	9.5000001465451E-7
1084.50	9.5000001465451E-7
1085.00	9.5000001465451E-7
1085.50	9.5000001465451E-7
1086.00	9.5000001465451E-7
1086.50	9.5000001465451E-7
1087.00	9.5000001465451E-7
1087.50	9.5000001465451E-7
1088.00	9.5000001465451E-7
1088.50	9.5000001465451E-7
1089.00	9.5000001465451E-7
1089.50	9.5000001465451E-7
1090.00	9.5000001465451E-7
1090.50	9.5000001465451E-7
1091.00	9.5000001465451E-7
1091.50	9.5000001465451E-7
1092.00	9.5000001465451E-7
1092.50	9.5000001465451E-7
1093.00	1.2875699439974E-6
1093.50	9.5000001465451E-7
1094.00	9.5000001465451E-7
1094.50	9.5000001465451E-7
1095.00	9.5000001465451E-7
1095.50	9.5000001465451E-7
1096.00	9.5000001465451E-7
1096.50	9.5000001465451E-7
1097.00	9.5000001465451E-7
1097.50	9.5000001465451E-7
1098.00	9.5000001465451E-7
1098.50	9.5000001465451E-7
1099.00	9.5000001465451E-7
1099.50	9.5000001465451E-7
1100.00	9.5000001465451E-7
1100.50	9.5000001465451E-7
1101.00	9.5000001465451E-7
1101.50	9.5000001465451E-7
1102.00	9.5000001465451E-7
1102.50	9.5000001465451E-7
1103.00	9.5000001465451E-7
1103.50	9.5000001465451E-7
1104.00	9.5000001465451E-7
1104.50	9.5000001465451E-7
1105.00	9.5000001465451E-7
1105.50	9.5000001465451E-7
1106.00	9.5000001465451E-7
1106.50	9.5000001465451E-7
1107.00	9.5000001465451E-7
1107.50	9.5000001465451E-7
1108.00	9.5000001465451E-7
1108.50	9.5000001465451E-7
1109.00	9.5000001465451E-7
1109.50	9.5000001465451E-7
1110.00	9.5000001465451E-7
1110.50	9.5000001465451E-7
1111.00	9.5000001465451E-7
1111.50	9.5000001465451E-7
1112.00	9.5000001465451E-7
1112.50	9.5000001465451E-7
1113.00	9.5000001465451E-7
1113.50	9.5000001465451E-7
1114.00	9.5000001465451E-7
1114.50	9.5000001465451E-7
1115.00	9.5000001465451E-7
1115.50	9.5000001465451E-7
1116.00	9.5000001465451E-7
1116.50	9.5000001465451E-7
1117.00	9.5000001465451E-7
1117.50	9.5000001465451E-7
1118.00	9.5000001465451E-7
1118.50	9.5000001465451E-7
1119.00	9.5000001465451E-7
1119.50	9.5000001465451E-7
1120.00	9.5000001465451E-7
1120.50	9.5000001465451E-7
1121.00	9.5000001465451E-7
1121.50	9.5000001465451E-7
1122.00	9.5000001465451E-7
1122.50	9.5000001465451E-7
1123.00	9.5000001465451E-7
1123.50	9.5000001465451E-7
1124.00	9.5000001465451E-7
1124.50	9.5000001465451E-7
1125.00	9.5000001465451E-7
1125.50	9.5000001465451E-7
1126.00	9.5000001465451E-7
1126.50	9.5000001465451E-7
1127.00	9.5000001465451E-7
1127.50	9.5000001465451E-7
1128.00	9.5000001465451E-7
1128.50	9.5000001465451E-7
1129.00	9.5000001465451E-7
1129.50	9.5000001465451E-7
1130.00	9.5000001465451E-7
1130.50	9.5000001465451E-7
1131.00	9.5000001465451E-7
1131.50	9.5000001465451E-7
1132.00	9.5000001465451E-7
1132.50	9.5000001465451E-7
1133.00	9.5000001465451E-7
1133.50	9.5000001465451E-7
1134.00	9.5000001465451E-7
1134.50	9.5000001465451E-7
1135.00	9.5000001465451E-7
1135.50	9.5000001465451E-7
1136.00	9.5000001465451E-7
1136.50	9.5000001465451E-7
1137.00	9.5000001465451E-7
1137.50	9.5000001465451E-7
1138.00	9.5000001465451E-7
1138.50	9.5000001465451E-7
1139.00	9.5000001465451E-7
1139.50	9.5000001465451E-7
1140.00	9.5000001465451E-7
1140.50	9.5000001465451E-7
1141.00	9.5000001465451E-7
1141.50	9.5000001465451E-7
1142.00	9.5000001465451E-7
1142.50	9.5000001465451E-7
1143.00	9.5000001465451E-7
1143.50	9.5000001465451E-7
1144.00	9.5000001465451E-7
1144.50	9.5000001465451E-7
1145.00	9.5000001465451E-7
1145.50	9.5000001465451E-7
1146.00	9.5000001465451E-7
1146.50	9.5000001465451E-7
1147.00	9.5000001465451E-7
1147.50	9.5000001465451E-7
1148.00	9.5000001465451E-7
1148.50	9.5000001465451E-7
1149.00	9.5000001465451E-7
1149.50	9.5000001465451E-7
1150.00	9.5000001465451E-7
1150.50	9.5000001465451E-7
1151.00	9.5000001465451E-7
1151.50	9.5000001465451E-7
1152.00	9.5000001465451E-7
1152.50	9.5000001465451E-7
1153.00	9.5000001465451E-7
1153.50	9.5000001465451E-7
1154.00	9.5000001465451E-7
1154.50	9.5000001465451E-7
1155.00	9.5000001465451E-7
1155.50	9.5000001465451E-7
1156.00	9.5000001465451E-7
1156.50	9.5000001465451E-7
1157.00	9.5000001465451E-7
1157.50	9.5000001465451E-7
1158.00	9.5000001465451E-7
1158.50	9.5000001465451E-7
1159.00	9.5000001465451E-7
1159.50	9.5000001465451E-7
1160.00	9.5000001465451E-7
